Id da Instalação;Id do Equipamento;Nome;Id Tipo de Equipamento;Tipo de Rede;Agente Proprietário;Número da Outorga;Capacidade CPST Longa sem Limitação (A);Capacidade CPST Curta sem Limitação (A);Capacidade CPST Longa com Limitação (A);Capacidade CPST Curta com Limitação (A);Fator Limitante de Longa;Fator Limitante de Curta;Resistência (%);Reatância Fixa (%);Susceptância Shunt (MVAr);Comprimento (Km);Tipo do Cabo Pára-raio;Tensão;Data de Necessidade do SIN;Data Entrada;Data Prevista
SPINT ;SPINT-3EMG-1        ;LT  345 kV INTERLAGOS           / EMBU-GUACU           C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1526;1846;1526;1846;;;0.08;0.70;12;22;;345;;31/12/1990;
SPNOR ;SPNOR-3MRE-2        ;LT  345 kV NORTE                / MIGUEL REALE         C 2  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;754;754;754;754;;;0.05;0.31;162;15;;345;;31/12/1990;
SPNOR ;SPNOR-3MRE-1        ;LT  345 kV NORTE                / MIGUEL REALE         C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;754;754;754;754;;;0.05;0.31;162;15;;345;;31/12/1990;
SPNOR ;SPNOR-3STGA1        ;LT  345 kV NORTE                / GUARULHOS            C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;5268;6164;3000;3000;O:TC(FT1,2) D:TC;D:TC;0.01;0.13;4;5;;345;;31/12/1990;
SPNOR ;SPNOR-3STGA2        ;LT  345 kV NORTE                / GUARULHOS            C 2  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;5268;6164;3000;3000;O:TC(FT1) D:TC;O:TC(FT1) D:TC;0.01;0.13;4;5;;345;;21/04/1999;
SPLES ;SPLES-3RRF-1        ;LT  345 kV LESTE                / RAM REBERT F         C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;4397;5144;2000;2000;O:TC D:SC,BB,TC(FT1);O:TC D:SC,BB,TC(FT1);0.01;0.15;4;6;;345;;31/12/1990;
SPLES ;SPLES-3STTP3        ;LT  345 kV LESTE                / TIJUCO PRETO         C 3  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1526;1846;1526;1846;;;0.11;0.97;17;30;;345;;31/12/1990;
SPLES ;SPLES-3STTP1        ;LT  345 kV LESTE                / TIJUCO PRETO         C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1526;1846;1526;1846;;;0.11;0.93;16;30;;345;;31/12/1990;
SPLES ;SPLES-3STTP2        ;LT  345 kV LESTE                / TIJUCO PRETO         C 2  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1526;1846;1526;1846;;;0.11;0.93;16;30;;345;;31/12/1990;
SPBSA ;SPBSA-3SUL-1        ;LT  345 kV B. SANTISTA          / SUL                  C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1526;1846;1526;1846;;;0.07;0.65;11;21;;345;;01/01/2002;
SPBSA ;SPBSA-3STTP1        ;LT  345 kV B. SANTISTA          / TIJUCO PRETO         C 1  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1981;2330;1981;2330;;;0.09;0.80;14;27;;345;;31/12/1990;
SPBSA ;SPBSA-3STTP2        ;LT  345 kV B. SANTISTA          / TIJUCO PRETO         C 2  SP          ;LTR;BASICA         ;ISA ENERGIA BRASIL S.A.                                        ;;1981;2330;1981;2330;;;0.09;0.80;14;26;;345;;31/12/1990;
MGUSCL;MGUSCL3VGRA1        ;LT  345 kV P. COLOMBIA          / VOLTA GRANDE-SE      C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;Cabo;Cabo;0.13;1.42;24;45;;345;;31/12/1990;
RJSTAD;RJSTAD3STIT2MG      ;LT  345 kV ADRIANOPOLIS         / ITUTINGA             C 2  RJ/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1500;cabo;TC;0.65;6.50;101;199;;345;;06/12/1973;
RJSTAD;RJSTAD3STIT1MG      ;LT  345 kV ADRIANOPOLIS         / ITUTINGA             C 1  RJ/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1500;cabo;TC;0.65;6.50;101;199;;345;;12/11/1970;
MGUSFU;MGUSFU3STIT1        ;LT  345 kV FURNAS               / ITUTINGA             C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.65;6.46;101;198;;345;;10/03/1968;
RJSTCM;RJSTCM3STMH2        ;LT  345 kV CAMPOS               / MACAE MERCHAN        C 2  RJ          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.25;2.76;48;89;;345;;16/09/2002;26/07/2006
RJSTCM;RJSTCM3STMH1        ;LT  345 kV CAMPOS               / MACAE MERCHAN        C 1  RJ          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.26;2.86;49;89;;345;;18/11/2001;26/07/2006
RJSTAD;RJSTAD3STJP1        ;LT  345 kV ADRIANOPOLIS         / JACAREPAGUA          C 1  RJ          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1600;Cabo;Chave;0.11;1.25;19;38;;345;;31/12/1990;
GOSTBD;GOSTBD3STSB1DF      ;LT  345 kV BANDEIRANTES         / SAMAMBAIA            C 1  GO/DF       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1600;Cabo;Chave Sec;0.44;4.89;82;157;;345;;01/02/1999;
GOUSCB;GOUSCB3STBS1DF      ;LT  345 kV CORUMBA              / BRAS. SUL            C 1  GO/DF       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.70;7.65;140;254;;345;;31/12/1990;
GOUSCB;GOUSCB3USIM1MG      ;LT  345 kV CORUMBA              / ITUMBIARA            C 1  GO/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.23;2.39;43;79;;345;;31/12/1990;
MGUSIM;MGUSIM3STBD2GO      ;LT  345 kV ITUMBIARA            / BANDEIRANTES         C 2  MG/GO       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.51;5.61;96;180;;345;;28/07/1977;
MGUSIM;MGUSIM3STBD1GO      ;LT  345 kV ITUMBIARA            / BANDEIRANTES         C 1  MG/GO       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.51;5.61;96;180;;345;;16/07/1973;
DFSTBS;DFSTBS3STSB2        ;LT  345 kV BRAS. SUL            / SAMAMBAIA            C 2  DF          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.06;0.66;11;15;;345;;08/02/1999;
DFSTBS;DFSTBS3STSB1        ;LT  345 kV BRAS. SUL            / SAMAMBAIA            C 1  DF          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.06;0.66;11;13;;345;;01/02/1999;
SPSTGA;SPSTGA3STPC2MG      ;LT  345 kV GUARULHOS            / POCOS CALDAS         C 2  SP/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.61;6.02;94;184;;345;;31/12/1990;
SPSTGA;SPSTGA3STPC1MG      ;LT  345 kV GUARULHOS            / POCOS CALDAS         C 1  SP/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.60;5.95;93;182;;345;;31/12/1990;
SPSTCA;SPSTCA3STPC1MG      ;LT  345 kV CAMPINAS             / POCOS CALDAS         C 1  SP/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;Cabo;Cabo;0.36;3.94;67;126;;345;;31/12/1990;
SPSTCA;SPSTCA3STGA1        ;LT  345 kV CAMPINAS             / GUARULHOS            C 1  SP          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;Cabo;Cabo;0.25;2.76;47;88;;345;;31/12/1990;
SPSTGA;SPSTGA3STIN1        ;LT  345 kV GUARULHOS            / IBIUNA               C 1  SP          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;2856;3598;2856;3598;cabo;cabo;0.11;1.83;51;75;;345;;31/12/1990;
SPSTGA;SPSTGA3STIN2        ;LT  345 kV GUARULHOS            / IBIUNA               C 2  SP          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;2856;3598;2856;3598;cabo;cabo;0.11;1.82;51;75;;345;;31/12/1990;
SPSTIN;SPSTIN3STTP1        ;LT  345 kV IBIUNA               / TIJUCO PRETO         C 1  SP          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;2142;2699;2142;2699;cabo;cabo;0.19;2.60;60;97;;345;;31/12/1990;
SPSTGA;SPSTGA3NOD-1        ;LT  345 kV GUARULHOS            / NORDESTE             C 1  SP          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.12;1.13;18;30;;345;;31/12/1990;
SPSTMO;SPSTMO3NOD-1        ;LT  345 kV MOGI CRUZES          / NORDESTE             C 1  SP          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.07;0.66;10;20;;345;;15/01/1999;
MGUSFU;MGUSFU3STPC1        ;LT  345 kV FURNAS               / POCOS CALDAS         C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.44;4.30;67;131;;345;;31/12/1990;
MGUSFU;MGUSFU3STPC2        ;LT  345 kV FURNAS               / POCOS CALDAS         C 2  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1298;1635;1298;1635;Cabo;Cabo;0.44;4.33;67;131;;345;;31/12/1990;
SPUSLB;SPUSLB3STPC1MG      ;LT  345 kV L.C.BARRETO          / POCOS CALDAS         C 1  SP/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.56;6.16;105;198;;345;;02/11/1969;
SPUSLB;SPUSLB3STPC2MG      ;LT  345 kV L.C.BARRETO          / POCOS CALDAS         C 2  SP/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.55;6.13;108;197;;345;;13/09/1970;
SPUSLB;SPUSLB3VGRA1MG      ;LT  345 kV L.C.BARRETO          / VOLTA GRANDE-SE      C 1  SP/MG       ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1428;1799;cabo;cabo;0.32;3.51;59;112;;345;;31/12/1990;
MGUSMR;MGUSMR3USCL1        ;LT  345 kV MARIMBONDO           / P. COLOMBIA          C 1  MG          ;LTR;BASICA         ;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;1428;1799;1200;1200;TC;TC;0.22;2.42;41;77;;345;;31/12/1990;
MGIPAT;MGIPAT2USI11        ;LT  230 kV IPATINGA 1           / USIMINAS             C 1  MG          ;LTR;COMPLEMENTAR   ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;765;800;750;800;linha;bb ita jmo;0.10;0.47;1;5;;230;;31/12/1990;17/12/2011
MGGASE;MGGUIL2IPAT1        ;LT  230 kV GUIL AMORIM-SE       / IPATINGA 1           C 1  MG          ;LTR;BASICA         ;CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ;;761;890;761;890;;;0.97;4.84;5;50;;230;;01/08/1997;
